Age,Work class,Education,Level of education,Marital status,Occupation,Relationship,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Annual income
18,Private,High school graduation,9,Never-married,Sales,Own-child,White,Female,0,0,28,United-States,<=50K
30,Private,Some-college,10,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,30,United-States,<=50K
36,?,Vocational association,11,Married civilian spouse,?,Wife,White,Female,3908,0,8,United-States,<=50K
18,Private,11th,7,Never-married,Other-service,Other-relative,Black,Male,0,0,30,United-States,<=50K
27,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,9th,5,Married civilian spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
46,State-gov,High school graduation,9,Married civilian spouse,Other-service,Husband,White,Male,0,0,43,United-States,>50K
37,Private,High school graduation,9,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,High school graduation,9,Divorced,Prof-specialty,Not-in-family,Other,Female,0,0,30,Germany,<=50K
22,?,High school graduation,9,Never-married,?,Own-child,White,Male,0,0,40,Mexico,<=50K
25,Unincorporated self employment,High school graduation,9,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
38,Private,High school graduation,9,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,30,United-States,<=50K
32,?,Bachelors,13,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
56,Private,Masters,14,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,80,United-States,>50K
29,Private,Some-college,10,Divorced,Executive / managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,High school graduation,9,Married civilian spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Administrative / clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
46,Unincorporated self employment,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
28,Local-gov,High school graduation,9,Never-married,Protective-serv,Other-relative,Black,Male,0,1876,40,United-States,<=50K
39,Private,Bachelors,13,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
42,Unincorporated self employment,Some-college,10,Married civilian spouse,Farming-fishing,Wife,White,Female,0,0,50,United-States,<=50K
39,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,7298,0,48,United-States,>50K
68,?,7th-8th,4,Married civilian spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
37,Incorporated self employment,Bachelors,13,Married civilian spouse,Craft-repair,Husband,White,Male,15024,0,55,United-States,>50K
57,Private,Professional school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
24,Private,Vocational association,11,Never-married,Administrative / clerical,Not-in-family,White,Male,0,0,30,United-States,>50K
19,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
55,Private,Academic association,12,Divorced,Sales,Unmarried,Black,Female,0,0,30,United-States,<=50K
37,Local-gov,High school graduation,9,Married civilian spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
37,Local-gov,Some-college,10,Never-married,Administrative / clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,Private,Bachelors,13,Married civilian spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
27,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,State-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,20,United-States,<=50K
51,Private,High school graduation,9,Divorced,Priv-house-serv,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,Vocational association,11,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,<=50K
74,?,Some-college,10,Widowed,?,Not-in-family,White,Female,0,0,3,United-States,<=50K
49,Incorporated self employment,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,15024,0,50,United-States,>50K
20,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
40,Federal-gov,Some-college,10,Divorced,Administrative / clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
80,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1816,60,United-States,<=50K
63,Private,Some-college,10,Married civilian spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
63,Private,High school graduation,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,United-States,>50K
51,Private,Some-college,10,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,High school graduation,9,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
66,Unincorporated self employment,High school graduation,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,20,United-States,<=50K
33,Unincorporated self employment,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,0,0,66,United-States,<=50K
49,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
20,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,32,United-States,<=50K
33,Incorporated self employment,Academic association,12,Married civilian spouse,Executive / managerial,Husband,White,Male,0,1887,60,United-States,>50K
26,Private,Some-college,10,Married spouse in armed forces,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
52,Private,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,50,United-States,>50K
33,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,50,United-States,>50K
47,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
23,Private,High school graduation,9,Never-married,Executive / managerial,Own-child,Black,Male,0,0,75,United-States,<=50K
53,Federal-gov,Academic association,12,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
26,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
53,Private,7th-8th,4,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
65,Private,High school graduation,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,<=50K
68,Private,Bachelors,13,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
30,Private,10th,6,Never-married,Sales,Other-relative,White,Male,0,0,18,Guatemala,<=50K
28,Private,11th,7,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
54,Local-gov,10th,6,Married civilian spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
30,Private,High school graduation,9,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
22,Private,Some-college,10,Never-married,Administrative / clerical,Own-child,White,Male,0,0,50,United-States,<=50K
25,Private,High school graduation,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
19,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,20,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
32,Federal-gov,Professional school,15,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,Private,Bachelors,13,Never-married,Executive / managerial,Own-child,White,Female,0,0,40,United-States,<=50K
51,Local-gov,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
25,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
46,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K
26,State-gov,High school graduation,9,Married civilian spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
46,Private,High school graduation,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,594,0,16,United-States,<=50K
29,Local-gov,Masters,14,Married civilian spouse,Prof-specialty,Other-relative,White,Male,0,0,35,United-States,<=50K
51,Incorporated self employment,Masters,14,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,50,United-States,>50K
40,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
24,Private,Some-college,10,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Unincorporated self employment,Bachelors,13,Never-married,Farming-fishing,Unmarried,White,Male,0,0,50,United-States,<=50K
31,Private,Vocational association,11,Married civilian spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,0,0,24,Mexico,<=50K
54,?,High school graduation,9,Divorced,?,Not-in-family,White,Female,0,0,30,United-States,<=50K
34,Private,Academic association,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
19,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,66,United-States,<=50K
21,Private,High school graduation,9,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
21,Private,10th,6,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
23,Private,Some-college,10,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,24,United-States,<=50K
37,Federal-gov,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Private,Masters,14,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,46,United-States,>50K
57,Private,High school graduation,9,Married civilian spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
48,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,1485,40,United-States,>50K
24,Private,11th,7,Married civilian spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
43,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
32,?,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,0,20,?,<=50K
40,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
52,Incorporated self employment,Professional school,15,Married civilian spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States,>50K
49,Private,High school graduation,9,Divorced,Executive / managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
45,Unincorporated self employment,Some-college,10,Married civilian spouse,Executive / managerial,Husband,Amer-Indian-Eskimo,Male,3137,0,40,United-States,<=50K
62,Local-gov,High school graduation,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,Vocational association,11,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,High school graduation,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
55,Federal-gov,Some-college,10,Divorced,Administrative / clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
20,?,Some-college,10,Never-married,?,Own-child,Amer-Indian-Eskimo,Male,0,0,72,United-States,<=50K
37,Incorporated self employment,Bachelors,13,Never-married,Executive / managerial,Own-child,White,Male,0,0,40,United-States,<=50K
43,State-gov,Bachelors,13,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,>50K
29,Private,Some-college,10,Divorced,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,High school graduation,9,Married civilian spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
28,Private,Some-college,10,Separated,Tech-support,Unmarried,White,Male,0,0,40,United-States,>50K
38,Private,Some-college,10,Never-married,Executive / managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
45,Private,Vocational association,11,Married civilian spouse,Sales,Husband,White,Male,0,1977,50,United-States,>50K
22,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
20,Private,12th,8,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,High school graduation,9,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,High school graduation,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Administrative / clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
51,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K
31,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,?,<=50K
48,Private,High school graduation,9,Divorced,Executive / managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,1887,40,United-States,>50K
51,Local-gov,High school graduation,9,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
41,Private,Vocational association,11,Married civilian spouse,Tech-support,Husband,White,Male,0,1848,48,United-States,>50K
62,?,Vocational association,11,Married civilian spouse,?,Husband,White,Male,3411,0,40,United-States,<=50K
50,State-gov,High school graduation,9,Married civilian spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
46,Private,High school graduation,9,Married civilian spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
54,Private,Some-college,10,Married civilian spouse,Transport-moving,Husband,White,Male,15024,0,60,United-States,>50K
68,Private,High school graduation,9,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,>50K
23,Unincorporated self employment,Academic association,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
49,Private,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
24,Private,10th,6,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
30,Local-gov,High school graduation,9,Married civilian spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
38,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,3137,0,45,United-States,<=50K
34,Private,High school graduation,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
22,Private,Some-college,10,Never-married,Executive / managerial,Own-child,White,Male,0,0,40,United-States,<=50K
30,Private,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Private,7th-8th,4,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,31,United-States,<=50K
36,Private,High school graduation,9,Divorced,Executive / managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
51,Incorporated self employment,Vocational association,11,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,5th-6th,3,Married civilian spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,Vietnam,>50K
54,Federal-gov,Some-college,10,Married civilian spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,>50K
63,Private,High school graduation,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States,<=50K
51,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
63,Unincorporated self employment,10th,6,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,Masters,14,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
27,Private,High school graduation,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
35,Private,Academic association,12,Married civilian spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
31,?,Bachelors,13,Married civilian spouse,?,Wife,White,Female,0,0,25,United-States,>50K
46,Unincorporated self employment,High school graduation,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
53,Private,Vocational association,11,Married civilian spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
26,Federal-gov,Some-college,10,Divorced,Administrative / clerical,Own-child,White,Male,0,0,24,United-States,<=50K
43,Private,High school graduation,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
39,Private,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
50,Federal-gov,High school graduation,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,1590,40,United-States,<=50K
54,Federal-gov,High school graduation,9,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,>50K
62,?,Some-college,10,Married civilian spouse,?,Wife,White,Female,0,0,45,United-States,>50K
57,State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,Black,Male,0,0,24,United-States,<=50K
29,Local-gov,High school graduation,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
20,Private,High school graduation,9,Never-married,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,<=50K
53,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,1902,55,United-States,>50K
18,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
22,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador,<=50K
69,Private,11th,7,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,20,United-States,<=50K
56,Private,7th-8th,4,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,2002,40,United-States,<=50K
53,Local-gov,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,Black,Male,0,0,35,United-States,<=50K
28,Private,High school graduation,9,Never-married,Administrative / clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,Private,Bachelors,13,Married civilian spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
33,Incorporated self employment,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,Asian-Pac-Islander,Male,0,0,84,Taiwan,>50K
48,Private,High school graduation,9,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
61,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
49,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,5013,0,45,United-States,<=50K
48,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,7th-8th,4,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,?,Bachelors,13,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,14,United-States,<=50K
47,Private,High school graduation,9,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
25,Private,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
72,Private,Some-college,10,Married civilian spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
29,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,High school graduation,9,Never-married,Administrative / clerical,Own-child,White,Female,0,0,40,United-States,<=50K
57,Private,High school graduation,9,Married civilian spouse,Other-service,Husband,Black,Male,0,0,48,England,<=50K
50,Private,Academic association,12,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,60,Columbia,<=50K
45,Incorporated self employment,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
52,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
53,Private,Masters,14,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,48,United-States,>50K
36,Private,High school graduation,9,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,<=50K
46,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
20,Private,High school graduation,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
75,Private,5th-6th,3,Widowed,Other-service,Unmarried,Black,Male,0,0,10,United-States,<=50K
32,Local-gov,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
46,State-gov,Vocational association,11,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
39,Private,Academic association,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
38,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
36,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
63,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,21,United-States,<=50K
28,Private,1st-4th,2,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,43,Mexico,<=50K
28,?,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,45,United-States,<=50K
49,Private,High school graduation,9,Never-married,Administrative / clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
43,Private,Some-college,10,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
38,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,45,United-States,>50K
39,Private,High school graduation,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,62,England,<=50K
42,?,High school graduation,9,Divorced,?,Not-in-family,Black,Female,0,0,40,United-States,<=50K
40,Private,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,?,High school graduation,9,Separated,?,Unmarried,White,Female,0,0,10,United-States,<=50K
29,?,High school graduation,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K
24,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1741,45,United-States,<=50K
30,Private,Some-college,10,Married civilian spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
44,Private,Some-college,10,Married civilian spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
40,Private,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K
30,Private,High school graduation,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,35,Puerto-Rico,<=50K
42,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K
52,Unincorporated self employment,Vocational association,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,<=50K
42,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
39,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,>50K
43,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,<=50K
62,Unincorporated self employment,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,10566,0,40,United-States,<=50K
30,Private,Vocational association,11,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,England,<=50K
83,?,High school graduation,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
39,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
41,Private,High school graduation,9,Married civilian spouse,Transport-moving,Wife,White,Female,0,0,20,United-States,<=50K
49,Private,Masters,14,Married civilian spouse,Prof-specialty,Wife,White,Female,0,1977,40,United-States,>50K
25,Private,11th,7,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,11th,7,Married civilian spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States,<=50K
59,?,Academic association,12,Divorced,?,Not-in-family,White,Male,0,0,8,United-States,<=50K
44,State-gov,Bachelors,13,Never-married,Administrative / clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,9th,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,4650,0,56,United-States,<=50K
40,Private,High school graduation,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Ireland,<=50K
21,Private,High school graduation,9,Never-married,Administrative / clerical,Own-child,Black,Female,0,0,35,Jamaica,<=50K
41,Private,Some-college,10,Separated,Administrative / clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
24,Private,Bachelors,13,Never-married,Executive / managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
67,Unincorporated self employment,High school graduation,9,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
24,Private,Bachelors,13,Never-married,Administrative / clerical,Own-child,White,Male,0,0,38,United-States,<=50K
50,Unincorporated self employment,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
48,Private,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,35,United-States,<=50K
55,?,Academic association,12,Married civilian spouse,?,Husband,Black,Male,0,0,20,United-States,>50K
29,Private,High school graduation,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,Ecuador,<=50K
50,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,Ireland,<=50K
64,State-gov,10th,6,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
49,Private,9th,5,Divorced,Other-service,Not-in-family,Black,Male,0,0,37,United-States,<=50K
20,Private,High school graduation,9,Never-married,Other-service,Own-child,Black,Male,0,0,52,United-States,<=50K
30,Private,High school graduation,9,Separated,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,Bachelors,13,Married civilian spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,30,China,<=50K
52,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
22,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,25,United-States,<=50K
77,?,High school graduation,9,Widowed,?,Not-in-family,White,Female,0,0,14,United-States,<=50K
19,State-gov,Some-college,10,Never-married,Administrative / clerical,Own-child,White,Male,0,0,15,United-States,<=50K
52,Private,High school graduation,9,Divorced,Craft-repair,Other-relative,White,Male,0,0,55,United-States,>50K
42,Private,Bachelors,13,Married-spouse-absent,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
35,Private,High school graduation,9,Separated,Executive / managerial,Not-in-family,White,Female,0,0,36,United-States,<=50K
27,Private,Some-college,10,Never-married,Administrative / clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
54,State-gov,High school graduation,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,38,United-States,<=50K
37,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,1628,40,United-States,<=50K
37,Private,10th,6,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
